20.07.06 08:00:47: root: DEBUG  : ColumnA ColumnB ColumnC ColumnD
20.07.06 08:00:56: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.061 1834.187186382
20.07.06 08:00:56: root: DEBUG  : TimeStamp(s) 1834.187408775
20.07.06 08:00:56: root: DEBUG  : Gyro_raw(deg/s) -50.903 1834.189777391
20.07.06 08:00:56: root: DEBUG  : global_x(m) 1.091 global_y(m) 0.477
20.07.06 08:00:56: root: DEBUG  : heading(deg) -101.815
20.07.06 08:00:56: root: DEBUG  : vectorLength(m) 0.094 vectorDirection(deg) 165.7
20.07.06 08:00:56: root: DEBUG  : CurveFlip -1
20.07.06 08:00:56: root: DEBUG  : sleepTime(s) 0.056
20.07.06 08:00:56: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:56: root: DEBUG  : EffortLeft(duty) -0.001 0.813
20.07.06 08:00:56: root: DEBUG  : EffortRight(duty) 0.017 0.414
20.07.06 08:00:56: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:56: root: DEBUG  : Wheel_Increments(rad) 0.6209 0.1076
20.07.06 08:00:56: root: DEBUG  : Wheel_Speeds(rad/s) 9.1724 1.5892
20.07.06 08:00:56: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.058 1834.254874411
20.07.06 08:00:56: root: DEBUG  : TimeStamp(s) 1834.255102053
20.07.06 08:00:56: root: DEBUG  : Gyro_raw(deg/s) -48.767 1834.259777334
20.07.06 08:00:56: root: DEBUG  : global_x(m) 1.088 global_y(m) 0.462
20.07.06 08:00:56: root: DEBUG  : heading(deg) -105.138
20.07.06 08:00:56: root: DEBUG  : vectorLength(m) 0.096 vectorDirection(deg) 156.6
20.07.06 08:00:56: root: DEBUG  : CurveFlip -1
20.07.06 08:00:56: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:56: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:56: root: DEBUG  : EffortLeft(duty) 0.004 0.817
20.07.06 08:00:56: root: DEBUG  : EffortRight(duty) 0.015 0.429
20.07.06 08:00:56: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:56: root: DEBUG  : Wheel_Increments(rad) 0.6284 0.1244
20.07.06 08:00:56: root: DEBUG  : Wheel_Speeds(rad/s) 9.2764 1.8372
20.07.06 08:00:56: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.057 1834.322658305
20.07.06 08:00:56: root: DEBUG  : TimeStamp(s) 1834.322884821
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -46.753 1834.330067996
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.084 global_y(m) 0.448
20.07.06 08:00:57: root: DEBUG  : heading(deg) -108.404
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.099 vectorDirection(deg) 148.0
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.002 0.819
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) 0.01 0.439
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6199 0.1369
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.3125 2.0567
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.055 1834.390437575
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.390699171
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -45.654 1834.399691315
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.078 global_y(m) 0.433
20.07.06 08:00:57: root: DEBUG  : heading(deg) -111.555
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.103 vectorDirection(deg) 139.2
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.001 0.82
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) 0.006 0.445
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6291 0.1521
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.2711 2.2408
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.054 1834.457180084
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.457410892
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -42.419 1834.459672978
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.072 global_y(m) 0.418
20.07.06 08:00:57: root: DEBUG  : heading(deg) -114.649
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.109 vectorDirection(deg) 131.2
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.056
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.002 0.822
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) 0.002 0.447
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6278 0.1611
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.3159 2.3902
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.053 1834.524558148
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.525377642
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -42.48 1834.530015011
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.065 global_y(m) 0.404
20.07.06 08:00:57: root: DEBUG  : heading(deg) -117.686
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.116 vectorDirection(deg) 123.9
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.001 0.823
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.001 0.446
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6397 0.1762
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.366 2.5801
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.053 1834.592976183
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.593215656
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -43.03 1834.599711114
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.056 global_y(m) 0.389
20.07.06 08:00:57: root: DEBUG  : heading(deg) -120.722
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.125 vectorDirection(deg) 116.9
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) -0.0 0.823
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.005 0.441
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.646 0.1808
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.6856 2.7111
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.053 1834.660705375
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.660966889
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -43.396 1834.66965844
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.047 global_y(m) 0.374
20.07.06 08:00:57: root: DEBUG  : heading(deg) -123.759
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.134 vectorDirection(deg) 110.7
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) -0.006 0.816
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.007 0.433
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.665 0.1893
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.7918 2.7868
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.018 -0.054 1834.727353186
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.727574954
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -45.044 1834.729954236
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.037 global_y(m) 0.36
20.07.06 08:00:57: root: DEBUG  : heading(deg) -126.853
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.145 vectorDirection(deg) 104.8
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) -0.009 0.808
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.009 0.425
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6368 0.1873
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.473 2.7868
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.051 1834.794545479
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.79477158
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -42.725 1834.799762077
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.026 global_y(m) 0.346
20.07.06 08:00:57: root: DEBUG  : heading(deg) -129.775
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.156 vectorDirection(deg) 99.8
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) -0.002 0.806
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.009 0.416
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6215 0.1816
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.2401 2.6999
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.05 1834.862015909
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.862236093
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -41.199 1834.869698154
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.016 global_y(m) 0.334
20.07.06 08:00:57: root: DEBUG  : heading(deg) -132.64
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.166 vectorDirection(deg) 95.5
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.003 0.808
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.007 0.408
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6109 0.1766
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.1475 2.6443
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.049 1834.929973577
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.930435318
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -40.588 1834.939541741
20.07.06 08:00:57: root: DEBUG  : global_x(m) 1.005 global_y(m) 0.323
20.07.06 08:00:57: root: DEBUG  : heading(deg) -135.447
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.177 vectorDirection(deg) 91.5
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.004 0.813
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.006 0.402
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6351 0.1741
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.3242 2.5563
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.052 1834.996875193
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1834.997120458
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -41.809 1834.999702343
20.07.06 08:00:57: root: DEBUG  : global_x(m) 0.992 global_y(m) 0.311
20.07.06 08:00:57: root: DEBUG  : heading(deg) -138.427
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.189 vectorDirection(deg) 87.7
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.001 0.813
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.004 0.398
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6266 0.1668
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.2694 2.4677
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.052 1835.064467193
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1835.064723207
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -43.884 1835.069687665
20.07.06 08:00:57: root: DEBUG  : global_x(m) 0.98 global_y(m) 0.301
20.07.06 08:00:57: root: DEBUG  : heading(deg) -141.406
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.2 vectorDirection(deg) 84.3
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.002 0.815
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.003 0.396
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6188 0.1599
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.2056 2.3791
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.052 1835.13251056
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1835.133335886
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -46.265 1835.139655655
20.07.06 08:00:57: root: DEBUG  : global_x(m) 0.967 global_y(m) 0.291
20.07.06 08:00:57: root: DEBUG  : heading(deg) -144.385
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.211 vectorDirection(deg) 81.1
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) 0.003 0.819
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) -0.001 0.395
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.6529 0.1547
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.5877 2.2723
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.057 1835.200895348
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1835.201153819
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -48.706 1835.20989924
20.07.06 08:00:57: root: DEBUG  : global_x(m) 0.953 global_y(m) 0.282
20.07.06 08:00:57: root: DEBUG  : heading(deg) -147.651
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.223 vectorDirection(deg) 77.9
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:00:57: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:57: root: DEBUG  : EffortLeft(duty) -0.004 0.814
20.07.06 08:00:57: root: DEBUG  : EffortRight(duty) 0.001 0.396
20.07.06 08:00:57: root: DEBUG  : Time_Increment(s) 0.069
20.07.06 08:00:57: root: DEBUG  : Wheel_Increments(rad) 0.668 0.148
20.07.06 08:00:57: root: DEBUG  : Wheel_Speeds(rad/s) 9.7 2.1494
20.07.06 08:00:57: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.059 1835.269635805
20.07.06 08:00:57: root: DEBUG  : TimeStamp(s) 1835.269950229
20.07.06 08:00:57: root: DEBUG  : Gyro_raw(deg/s) -47.791 1835.279540183
20.07.06 08:00:57: root: DEBUG  : global_x(m) 0.939 global_y(m) 0.273
20.07.06 08:00:57: root: DEBUG  : heading(deg) -151.032
20.07.06 08:00:57: root: DEBUG  : vectorLength(m) 0.235 vectorDirection(deg) 74.9
20.07.06 08:00:57: root: DEBUG  : CurveFlip -1
20.07.06 08:00:57: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) -0.007 0.808
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.004 0.4
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.6585 0.1444
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 9.7205 2.1315
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.059 1835.336359691
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.336617413
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -48.035 1835.339504765
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.924 global_y(m) 0.266
20.07.06 08:00:58: root: DEBUG  : heading(deg) -154.412
20.07.06 08:00:58: root: DEBUG  : vectorLength(m) 0.246 vectorDirection(deg) 72.1
20.07.06 08:00:58: root: DEBUG  : CurveFlip -1
20.07.06 08:00:58: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) -0.007 0.8
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.004 0.404
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.6636 0.1413
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 9.7813 2.0829
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.059 1835.404244494
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.404493467
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -48.279 1835.409887962
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.909 global_y(m) 0.259
20.07.06 08:00:58: root: DEBUG  : heading(deg) -157.793
20.07.06 08:00:58: root: DEBUG  : vectorLength(m) 0.258 vectorDirection(deg) 69.3
20.07.06 08:00:58: root: DEBUG  : CurveFlip -1
20.07.06 08:00:58: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) -0.008 0.792
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.005 0.409
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.6295 0.1361
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 9.3711 2.0266
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.056 1835.47150549
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.47173409
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -45.532 1835.479549445
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.894 global_y(m) 0.253
20.07.06 08:00:58: root: DEBUG  : heading(deg) -161.001
20.07.06 08:00:58: root: DEBUG  : vectorLength(m) 0.269 vectorDirection(deg) 66.7
20.07.06 08:00:58: root: DEBUG  : CurveFlip -1
20.07.06 08:00:58: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) -0.0 0.792
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.006 0.416
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.6121 0.1323
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 9.1873 1.986
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.055 1835.538654748
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.539024291
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -44.128 1835.54958568
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.88 global_y(m) 0.249
20.07.06 08:00:58: root: DEBUG  : heading(deg) -164.152
20.07.06 08:00:58: root: DEBUG  : vectorLength(m) 0.279 vectorDirection(deg) 64.4
20.07.06 08:00:58: root: DEBUG  : CurveFlip -1
20.07.06 08:00:58: root: DEBUG  : sleepTime(s) 0.047
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) 0.004 0.796
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.007 0.423
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.6032 0.1302
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 8.9612 1.9341
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.054 1835.605402674
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.605632191
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -44.556 1835.609981175
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.865 global_y(m) 0.245
20.07.06 08:00:58: root: DEBUG  : heading(deg) -167.246
20.07.06 08:00:58: root: DEBUG  : vectorLength(m) 0.288 vectorDirection(deg) 62.1
20.07.06 08:00:58: root: DEBUG  : CurveFlip -1
20.07.06 08:00:58: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) 0.008 0.804
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.008 0.431
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.6099 0.1421
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 8.9663 2.0887
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.053 1835.673441502
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.673667977
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -42.053 1835.679566834
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.85 global_y(m) 0.242
20.07.06 08:00:58: root: DEBUG  : heading(deg) -170.283
20.07.06 08:00:58: root: DEBUG  : vectorLength(m) 0.298 vectorDirection(deg) 59.9
20.07.06 08:00:58: root: DEBUG  : CurveFlip -1
20.07.06 08:00:58: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) 0.008 0.812
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.005 0.436
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.5917 0.1494
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 8.8006 2.2215
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.05 1835.741113036
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.741942487
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -41.87 1835.749570739
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.835 global_y(m) 0.24
20.07.06 08:00:58: root: DEBUG  : heading(deg) -173.148
20.07.06 08:00:58: root: DEBUG  : vectorLength(m) 0.308 vectorDirection(deg) 57.7
20.07.06 08:00:58: root: DEBUG  : CurveFlip -1
20.07.06 08:00:58: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:58: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:00:58: root: DEBUG  : EffortLeft(duty) 0.011 0.823
20.07.06 08:00:58: root: DEBUG  : EffortRight(duty) 0.002 0.438
20.07.06 08:00:58: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:58: root: DEBUG  : Wheel_Increments(rad) 0.6262 0.1703
20.07.06 08:00:58: root: DEBUG  : Wheel_Speeds(rad/s) 9.2133 2.505
20.07.06 08:00:58: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.052 1835.8098887
20.07.06 08:00:58: root: DEBUG  : TimeStamp(s) 1835.810350941
20.07.06 08:00:58: root: DEBUG  : Gyro_raw(deg/s) -41.931 1835.81942141
20.07.06 08:00:58: root: DEBUG  : global_x(m) 0.82 global_y(m) 0.238
20.07.06 08:00:58: root: DEBUG  : heading(deg) -176.127
